,director_name,num_critic_for_reviews,duration,director_facebook_likes,actor_3_facebook_likes,actor_2_name,actor_1_facebook_likes,gross,genres,actor_1_name,num_voted_users,cast_total_facebook_likes,actor_3_name,facenumber_in_poster,plot_keywords,num_user_for_reviews,language,country,content_rating,budget,title_year,actor_2_facebook_likes,imdb_score,aspect_ratio,movie_facebook_likes,movie_category
100,Rob Cohen,187.0,106.0,357.0,4000.0,Vin Diesel,23000.0,144512310.0,Action,Paul Walker,272223,45327,Jordana Brewster,2.0,eighteen wheeler|illegal street racing|truck|trucker|undercover cop,988.0,English,USA,PG-13,38000000.0,2001.0,14000.0,6.7,2.35,14000,hit
101,David Fincher,362.0,166.0,21000.0,919.0,Jason Flemyng,11000.0,127490802.0,Romance,Brad Pitt,459346,13333,Julia Ormond,2.0,deformed baby|diary|lingerie slip|older man younger woman relationship|premature aging,822.0,English,USA,PG-13,150000000.0,2008.0,1000.0,7.8,2.35,23000,hit
102,Matthew Vaughn,500.0,132.0,905.0,1000.0,Michael Fassbender,34000.0,146405371.0,Adventure,Jennifer Lawrence,518537,50983,Oliver Platt,3.0,cia|cia agent|mutant|nuclear war|professor,698.0,English,USA,PG-13,160000000.0,2011.0,13000.0,7.8,2.35,54000,hit
103,Francis Lawrence,389.0,137.0,508.0,14000.0,Philip Seymour Hoffman,34000.0,281666058.0,Adventure,Jennifer Lawrence,166137,81385,Josh Hutcherson,1.0,death of sister|dystopia|execution|rebellion|revolution,383.0,English,USA,PG-13,160000000.0,2015.0,22000.0,6.6,2.35,38000,hit
104,Jon Turteltaub,235.0,109.0,226.0,370.0,Omar Benson Miller,12000.0,63143812.0,Family,Nicolas Cage,124185,13388,Robert Capron,0.0,chosen one|enchanted object|love|spell|training,238.0,English,USA,PG,150000000.0,2010.0,418.0,6.1,2.35,11000,average
105,Wolfgang Petersen,231.0,98.0,249.0,702.0,Mike Vogel,87000.0,60655503.0,Adventure,Jimmy Bennett,82380,92456,Andre Braugher,0.0,cruise|escape|ocean|passenger|water,629.0,English,USA,PG-13,160000000.0,2006.0,2000.0,5.6,2.35,0,average
106,James Bobin,218.0,113.0,33.0,11000.0,Alan Rickman,40000.0,76846624.0,Family,Johnny Depp,21352,80806,Anne Hathaway,1.0,clock|dark fantasy|mad hatter|queen|sequel,131.0,English,USA,PG,170000000.0,2016.0,25000.0,6.4,1.85,30000,average
107,Chris Miller,227.0,93.0,50.0,692.0,Eric Idle,3000.0,320706665.0,Animation,Justin Timberlake,211971,4705,Rupert Everett,2.0,disney spoof|fairy tale|prince|princess|tough guy,326.0,English,USA,PG,160000000.0,2007.0,795.0,6.1,1.85,0,average
108,Duncan Jones,275.0,123.0,0.0,648.0,Callum Rennie,3000.0,46978995.0,Fantasy,Dominic Cooper,111609,5505,Ruth Negga,0.0,based on video game|fictional language|fictional war|orc|sword and sorcery,781.0,English,USA,PG-13,160000000.0,2016.0,716.0,7.3,2.35,89000,hit
109,Alan Taylor,474.0,126.0,230.0,2000.0,Emilia Clarke,24000.0,89732035.0,Adventure,J.K. Simmons,188457,38873,Matt Smith,2.0,alternate timeline|cyborg|future|robot|time machine,867.0,English,USA,PG-13,155000000.0,2015.0,10000.0,6.6,2.35,82000,hit
110,Michael Apted,228.0,113.0,150.0,59.0,Shane Rangi,531.0,104383624.0,Family,Bruce Spence,106446,764,Laura Brent,4.0,dragon|king|mouse|quest|warrior,227.0,English,USA,PG,155000000.0,2010.0,82.0,6.3,1.78,11000,average
111,Michael Bay,191.0,184.0,0.0,691.0,Jaime King,3000.0,198539855.0,Romance,Jennifer Garner,254111,5401,Mako,0.0,air raid|black smoke|japanese military|japanese navy|sunday,1999.0,English,USA,PG-13,140000000.0,2001.0,961.0,6.1,2.35,0,average
112,Michael Bay,396.0,144.0,0.0,581.0,Michael O'Neill,662.0,318759914.0,Adventure,Zack Ward,513158,2333,Kevin Dunn,0.0,alien contact|autobot|decepticon|robot vs. robot|teenage hero,1782.0,English,USA,PG-13,150000000.0,2007.0,599.0,7.1,2.35,8000,hit
113,Oliver Stone,248.0,206.0,0.0,591.0,Angelina Jolie Pitt,12000.0,34293771.0,Romance,Anthony Hopkins,138863,24598,Brian Blessed,3.0,ancient greece|conquest|greek|greek myth|king,1390.0,English,Germany,R,155000000.0,2004.0,11000.0,5.5,2.35,0,average
114,David Yates,329.0,138.0,282.0,687.0,Daniel Radcliffe,21000.0,292000866.0,Family,Robert Pattinson,355137,33433,Fiona Shaw,3.0,battle|magic|school|teacher|wizard,1108.0,English,UK,PG-13,150000000.0,2007.0,11000.0,7.5,2.35,0,hit
115,Mike Newell,295.0,157.0,179.0,10000.0,Daniel Radcliffe,21000.0,289994397.0,Family,Robert Pattinson,385670,53413,Rupert Grint,1.0,fire|goblet|magic|tournament|wizard,1896.0,English,UK,PG-13,150000000.0,2005.0,11000.0,7.6,2.35,0,hit
116,Peter Berg,318.0,102.0,532.0,979.0,Charlize Theron,10000.0,227946274.0,Drama,Will Smith,343648,21584,Eddie Marsan,0.0,bully comeuppance|destruction|prison|superhero|tough girl,590.0,English,USA,PG-13,150000000.0,2008.0,9000.0,6.4,2.35,0,average
117,Francis Lawrence,323.0,104.0,508.0,558.0,Alice Braga,10000.0,256386216.0,Drama,Will Smith,530870,13076,Willow Smith,0.0,new york city|pandemic|post apocalypse|survivalist|virus,1413.0,English,USA,PG-13,150000000.0,2007.0,1000.0,7.2,2.35,11000,hit
118,Tim Burton,276.0,115.0,13000.0,588.0,Christopher Lee,40000.0,206456431.0,Family,Johnny Depp,320284,57844,David Kelly,3.0,chocolate|diminution|miniaturization|physical flexability|ticket,1361.0,English,USA,PG,150000000.0,2005.0,16000.0,6.7,1.85,0,hit
119,Brad Bird,318.0,111.0,663.0,954.0,John Ratzenberger,1000.0,206435493.0,Animation,Janeane Garofalo,473887,4764,Brian Dennehy,0.0,chef|food|french|rat|restaurant,626.0,English,USA,G,150000000.0,2007.0,1000.0,8.0,2.35,10000,hit
120,Christopher Nolan,478.0,128.0,22000.0,11000.0,Liam Neeson,23000.0,205343774.0,Adventure,Christian Bale,980946,59558,Morgan Freeman,0.0,armored car|gangster|gotham|mixed martial arts|social decay,2685.0,English,USA,PG-13,150000000.0,2005.0,14000.0,8.3,2.35,15000,hit
121,Eric Darnell,167.0,89.0,35.0,436.0,Jada Pinkett Smith,1000.0,179982968.0,Animation,Bernie Mac,146019,3285,Cedric the Entertainer,0.0,africa|madagascar|new york city|sequel|zoo,119.0,English,USA,PG,150000000.0,2008.0,851.0,6.7,1.85,0,hit
122,Shawn Levy,185.0,105.0,189.0,1000.0,Rami Malek,49000.0,177243721.0,Family,Robin Williams,130272,54039,Steve Coogan,2.0,hdtv|motorcycle|museum|security guard|tyrannosaurus rex,209.0,English,USA,PG,150000000.0,2009.0,3000.0,5.9,2.35,2000,average
123,Gavin Hood,350.0,119.0,151.0,2000.0,Ryan Reynolds,20000.0,179883016.0,Fantasy,Hugh Jackman,361924,40054,Dominic Monaghan,0.0,army|civil war|claw fight|commando|wolverine the character,641.0,English,USA,PG-13,150000000.0,2009.0,16000.0,6.7,2.35,0,hit
124,Lana Wachowski,245.0,129.0,0.0,233.0,Collin Chou,309.0,139259759.0,Sci-Fi,Essie Davis,364948,1062,Nona Gaye,0.0,battle|epic|fight|future|machine,2121.0,English,Australia,R,150000000.0,2003.0,269.0,6.7,2.35,0,hit
125,Chris Buck,406.0,102.0,69.0,490.0,Maurice LaMarche,1000.0,400736600.0,Music,Josh Gad,421658,2582,Livvy Stubenrauch,0.0,magic|sister love|sister sister relationship|snow|snowman,904.0,English,USA,PG,150000000.0,2013.0,523.0,7.6,2.24,58000,hit
126,Lana Wachowski,275.0,138.0,0.0,30.0,Daniel Bernhardt,234.0,281492479.0,Sci-Fi,Steve Bastoni,421818,534,Helmut Bakaitis,0.0,car motorcycle chase|one against many|oracle|prophecy|stylized violence,2789.0,English,USA,R,150000000.0,2003.0,198.0,7.2,2.35,0,hit
127,Alan Taylor,486.0,112.0,230.0,12000.0,Natalie Portman,26000.0,206360018.0,Fantasy,Chris Hemsworth,414070,59803,Anthony Hopkins,3.0,arrest|portal|thor|warrior|weapon,532.0,English,USA,PG-13,170000000.0,2013.0,20000.0,7.1,2.35,63000,hit
128,George Miller,739.0,120.0,750.0,943.0,Charlize Theron,27000.0,153629485.0,Adventure,Tom Hardy,552503,40025,Zoë Kravitz,0.0,australia|desert|escape|on the run|post apocalypse,1588.0,English,Australia,R,150000000.0,2015.0,9000.0,8.1,2.35,191000,hit
129,Ron Howard,298.0,146.0,2000.0,294.0,Ayelet Zurer,15000.0,133375846.0,Mystery,Tom Hanks,207839,16948,Armin Mueller-Stahl,2.0,conclave|illuminati|murder|reference to bernini|reference to raphael,435.0,English,USA,PG-13,150000000.0,2009.0,745.0,6.7,2.35,0,hit
130,Kenneth Branagh,516.0,115.0,0.0,12000.0,Natalie Portman,26000.0,181015141.0,Fantasy,Chris Hemsworth,536314,60059,Anthony Hopkins,1.0,battle|marvel cinematic universe|scientist|thor|throne,738.0,English,USA,PG-13,150000000.0,2011.0,20000.0,7.0,2.35,63000,hit
131,Byron Howard,225.0,96.0,59.0,699.0,Diedrich Bader,17000.0,114053579.0,Animation,Chloë Grace Moretz,146766,20007,James Lipton,0.0,cat|dog|hamster|new york city|superpower,178.0,English,USA,PG,150000000.0,2008.0,759.0,6.9,1.85,0,hit
132,Hoyt Yeatman,145.0,88.0,12.0,182.0,Piper Mackenzie Harris,730.0,119420252.0,Animation,Kelli Garner,33042,2217,Niecy Nash,0.0,fbi director|guinea pig|household appliance|secret agent|talking mouse,90.0,English,USA,PG,150000000.0,2009.0,607.0,5.1,2.35,0,average
133,Jonathan Liebesman,310.0,99.0,473.0,502.0,Edgar Ramírez,14000.0,83640426.0,Fantasy,Liam Neeson,152826,16184,Lily James,0.0,ares|hades|titan|underworld|zeus,253.0,English,USA,PG-13,150000000.0,2012.0,897.0,5.8,1.85,19000,average
134,Tim Burton,526.0,113.0,13000.0,16000.0,Chloë Grace Moretz,40000.0,79711678.0,Comedy,Johnny Depp,199039,80849,Christopher Lee,7.0,camera shot of feet|cartoon on tv|female stockinged feet|female stockinged soles|foot closeup,479.0,English,USA,PG-13,100000000.0,2012.0,17000.0,6.2,1.85,82000,average
135,Christopher McQuarrie,465.0,131.0,188.0,641.0,Jeremy Renner,10000.0,195000874.0,Adventure,Tom Cruise,232187,21840,Sean Harris,0.0,capture|computer hacker|mission|rogue agent|spy,440.0,English,China,PG-13,150000000.0,2015.0,10000.0,7.4,2.35,47000,hit
136,Joe Johnston,357.0,119.0,394.0,162.0,Simon Merrells,12000.0,61937495.0,Fantasy,Anthony Hopkins,89442,13071,Art Malik,0.0,asylum|death|full moon|transformation|werewolf,432.0,English,USA,R,150000000.0,2010.0,490.0,5.8,1.85,0,average
137,David Yates,248.0,110.0,282.0,103.0,Alexander Skarsgård,11000.0,124051759.0,Romance,Christoph Waltz,42372,21175,Casper Crump,2.0,africa|capture|jungle|male objectification|tarzan,239.0,English,USA,PG-13,180000000.0,2016.0,10000.0,6.6,2.35,29000,hit
138,Steve Hickner,194.0,91.0,58.0,826.0,Oprah Winfrey,2000.0,126597121.0,Animation,Matthew Broderick,105902,6576,Rip Torn,0.0,bee|dream sequence|egg|scatological humor|squashed bug,206.0,English,USA,PG,150000000.0,2007.0,852.0,6.2,1.85,0,average
139,Jennifer Yuh Nelson,284.0,90.0,90.0,15.0,Gary Oldman,11000.0,165230261.0,Animation,Angelina Jolie Pitt,182718,21015,Mike Bell,0.0,china|kung fu|panda|peacock|tigress,209.0,English,USA,PG,150000000.0,2011.0,10000.0,7.3,2.35,20000,hit
140,M. Night Shyamalan,280.0,103.0,0.0,346.0,Noah Ringer,1000.0,131564731.0,Family,Seychelle Gabriel,118951,2857,Aasif Mandvi,0.0,avatar|fire|kingdom|tribe|water,1382.0,English,USA,PG,150000000.0,2010.0,756.0,4.2,2.35,18000,average
141,J.J. Abrams,310.0,124.0,14000.0,979.0,Tom Cruise,22000.0,133382309.0,Adventure,Philip Seymour Hoffman,256695,34817,Eddie Marsan,0.0,arms dealer|fictional government agency|mission|rescue|vatican,871.0,English,USA,PG-13,150000000.0,2006.0,10000.0,6.9,2.35,0,hit
142,Roland Emmerich,339.0,131.0,776.0,256.0,Jake Weber,17000.0,73103784.0,Drama,Channing Tatum,164238,18204,Matt Craven,2.0,black u.s. president|president|secret service|tour|white house,434.0,English,USA,PG-13,150000000.0,2013.0,551.0,6.4,2.35,33000,average
143,Simon Wells,132.0,88.0,25.0,433.0,Dan Fogler,921.0,21379315.0,Animation,Elisabeth Harnois,17590,2652,Tom Everett Scott,0.0,boy|martian|rescue|robot|sexism,112.0,English,USA,PG,150000000.0,2011.0,562.0,5.4,2.35,0,average
144,David Bowers,135.0,85.0,42.0,586.0,Kate Winslet,20000.0,64459316.0,Animation,Hugh Jackman,85086,35161,David Suchet,0.0,boat|frog|rat|sewer|toad,122.0,English,UK,PG,149000000.0,2006.0,14000.0,6.7,1.85,0,hit
145,Joe Wright,256.0,111.0,456.0,394.0,Cara Delevingne,20000.0,34964818.0,Family,Hugh Jackman,39956,21393,Nonso Anozie,4.0,1940s|child hero|fantasy world|orphan|reference to peter pan,186.0,English,USA,PG,150000000.0,2015.0,548.0,5.8,2.35,24000,average
146,Rob Minkoff,196.0,92.0,50.0,517.0,Zach Callison,3000.0,111505642.0,Animation,Ty Burrell,47900,5810,Karan Brar,2.0,dog|father son relationship|inventor|talking dog|time travel,130.0,English,USA,PG,145000000.0,2014.0,1000.0,6.9,1.85,11000,hit
147,Wolfgang Petersen,220.0,196.0,249.0,844.0,Orlando Bloom,11000.0,133228348.0,Adventure,Brad Pitt,381672,17944,Julian Glover,2.0,greek|mythology|prince|trojan|troy,1694.0,English,USA,R,175000000.0,2004.0,5000.0,7.2,2.35,0,hit
148,Eric Darnell,211.0,93.0,35.0,436.0,Martin Short,851.0,216366733.0,Animation,Jada Pinkett Smith,119213,2444,Cedric the Entertainer,0.0,animal|circus|island name in title|lemur|penguin,154.0,English,USA,PG,145000000.0,2012.0,770.0,6.9,1.85,17000,hit
149,Lee Tamahori,264.0,133.0,93.0,746.0,Colin Salmon,769.0,160201106.0,Adventure,Toby Stephens,169914,2538,Rick Yune,0.0,catfight|clinic|colonel|diamond|patricide,1185.0,English,UK,PG-13,142000000.0,2002.0,766.0,6.1,2.35,0,average
150,Paul Feig,464.0,116.0,176.0,322.0,Kate McKinnon,783.0,118099659.0,Comedy,Ed Begley Jr.,69757,2097,Zach Woods,4.0,ghost|ghostbuster|ghostbusters|male objectification|reboot,1211.0,English,USA,PG-13,144000000.0,2016.0,370.0,5.5,2.35,62000,average
151,Michael Bay,167.0,153.0,0.0,537.0,Steve Buscemi,13000.0,201573391.0,Adventure,Bruce Willis,322395,26029,Will Patton,0.0,asteroid|astronaut|bomb|meteorite|outer space,1171.0,English,USA,PG-13,140000000.0,1998.0,12000.0,6.6,2.35,11000,hit
152,Barry Sonnenfeld,208.0,88.0,188.0,826.0,Rosario Dawson,10000.0,190418803.0,Family,Will Smith,270207,14823,Rip Torn,2.0,alien|lingerie|lingerie model|m.i.b.|pug,606.0,English,USA,PG-13,140000000.0,2002.0,3000.0,6.1,1.85,2000,average
153,Robert Zemeckis,287.0,115.0,0.0,964.0,Anthony Hopkins,18000.0,82161969.0,Animation,Robin Wright,142440,31523,Sebastian Roché,1.0,creature|demon|king|reward|warrior,505.0,English,USA,PG-13,150000000.0,2007.0,12000.0,6.3,2.35,3000,average
154,Alessandro Carloni,210.0,95.0,5.0,967.0,Angelina Jolie Pitt,24000.0,143523463.0,Animation,J.K. Simmons,64322,36095,Wayne Knight,0.0,china|kung fu|panda|pig|village,145.0,English,USA,PG,145000000.0,2016.0,11000.0,7.2,2.35,24000,hit
155,Brad Bird,432.0,133.0,663.0,690.0,Jeremy Renner,10000.0,209364921.0,Adventure,Tom Cruise,365104,21768,Michael Nyqvist,3.0,dubai|kremlin|race against time|russian|terrorist,512.0,English,USA,PG-13,145000000.0,2011.0,10000.0,7.4,2.35,35000,hit
156,Peter Ramsey,256.0,97.0,52.0,161.0,Kamil McFadden,20000.0,103400692.0,Animation,Hugh Jackman,123553,20645,Khamani Griffin,0.0,belief|box office hit|children|new york city|tooth,174.0,English,USA,PG,145000000.0,2012.0,315.0,7.3,1.85,25000,hit
157,Dean Parisot,135.0,90.0,23.0,233.0,Richard Burgi,957.0,110332737.0,Comedy,John Michael Higgins,110788,1997,David Herman,1.0,animal abuse|ceo|heist|suburb|unemployment,258.0,English,USA,PG-13,100000000.0,2005.0,550.0,6.1,2.35,2000,average
158,Edward Zwick,190.0,154.0,380.0,445.0,Tony Goldwyn,10000.0,111110575.0,History,Tom Cruise,317166,11945,Chad Lindberg,1.0,captain|emperor|honor|japan|samurai,928.0,English,USA,R,140000000.0,2003.0,956.0,7.7,2.35,0,hit
159,Ridley Scott,314.0,150.0,0.0,748.0,María Valverde,23000.0,65007045.0,Adventure,Christian Bale,128682,26490,Ben Mendelsohn,0.0,egypt|exodus|moses|pharaoh|plague,657.0,English,UK,PG-13,140000000.0,2014.0,893.0,6.1,2.35,51000,average
160,J.J. Abrams,518.0,127.0,14000.0,981.0,Leonard Nimoy,26000.0,257704099.0,Adventure,Chris Hemsworth,504419,39284,Bruce Greenwood,0.0,box office hit|future|lifted by the throat|star trek|vulcan,1559.0,English,USA,PG-13,150000000.0,2009.0,12000.0,8.0,2.35,19000,hit
161,Sam Raimi,291.0,121.0,0.0,4000.0,James Franco,24000.0,403706375.0,Romance,J.K. Simmons,544665,40484,Kirsten Dunst,0.0,evil|goblin|spider|spider man|superhero,2012.0,English,USA,PG-13,139000000.0,2002.0,11000.0,7.3,1.85,5000,hit
162,Dean DeBlois,292.0,102.0,255.0,953.0,Djimon Hounsou,18000.0,176997107.0,Animation,Gerard Butler,221128,23378,America Ferrera,5.0,dragon|father son relationship|husband wife relationship|mother son relationship|viking,343.0,English,USA,PG,145000000.0,2014.0,3000.0,7.9,2.35,46000,hit
163,Alex Proyas,184.0,126.0,295.0,284.0,Elodie Yung,18000.0,31141074.0,Fantasy,Gerard Butler,51892,19769,Bryan Brown,4.0,ancient egypt|egypt|egyptian|egyptian god|egyptian goddess,273.0,English,USA,PG-13,140000000.0,2016.0,934.0,5.5,2.35,24000,average
164,Rob Cohen,145.0,121.0,357.0,653.0,Joe Morton,820.0,31704416.0,Adventure,Sam Shepard,45455,2705,Richard Roxburgh,0.0,artificial intelligence|box office flop|fighter jet|navy|pilot,388.0,English,USA,PG-13,135000000.0,2005.0,780.0,5.0,2.35,0,average
165,Zack Snyder,451.0,215.0,0.0,413.0,Billy Crudup,986.0,107503316.0,Drama,Matt Frewer,392474,2530,Stephen McHattie,1.0,conspiracy|cynicism|false promise of the american dream|male full frontal nudity|male nudity,1229.0,English,USA,R,130000000.0,2009.0,745.0,7.7,2.35,18000,hit
166,Richard Donner,141.0,127.0,503.0,91.0,Rene Russo,5000.0,129734803.0,Action,Jet Li,127497,6171,Darlene Love,2.0,kung fu|lapd|martial arts|private investigator|triad,287.0,English,USA,R,140000000.0,1998.0,808.0,6.6,2.35,0,hit
167,Ang Lee,267.0,138.0,0.0,258.0,Regi Davis,820.0,132122995.0,Sci-Fi,Kevin Rankin,212106,1814,Celia Weston,0.0,1980s|c 130 hercules|monster|panzer|san francisco california,1445.0,English,USA,PG-13,137000000.0,2003.0,300.0,5.7,1.85,0,average
168,Jon M. Chu,351.0,122.0,209.0,934.0,Dwayne Johnson,17000.0,122512052.0,Adventure,Channing Tatum,146352,31958,Elodie Yung,6.0,general|gi joe|martial arts|ninja|president,288.0,English,USA,PG-13,130000000.0,2013.0,12000.0,5.8,2.35,42000,average
169,Breck Eisner,163.0,124.0,42.0,848.0,Rainn Wilson,11000.0,68642452.0,Comedy,Matthew McConaughey,77673,13073,Delroy Lindo,3.0,beach|civil war|desert|dictator|ship,463.0,English,UK,PG-13,130000000.0,2005.0,973.0,6.0,2.35,0,average
170,Hironobu Sakaguchi,166.0,106.0,6.0,422.0,Ming-Na Wen,12000.0,32131830.0,Animation,Steve Buscemi,72259,15015,Jean Simmons,1.0,general|military|scientist|soldier|year 2065,788.0,English,USA,PG-13,137000000.0,2001.0,2000.0,6.4,1.85,0,average
171,Joe Johnston,510.0,124.0,394.0,2000.0,Dominic Cooper,11000.0,176636816.0,Adventure,Chris Evans,508818,19761,Hayley Atwell,0.0,arctic|captain america|scientist|tesseract|war bond,679.0,English,USA,PG-13,140000000.0,2011.0,3000.0,6.9,2.35,46000,hit
172,Michael Apted,197.0,128.0,150.0,244.0,Maria Grazia Cucinotta,766.0,126930660.0,Adventure,Colin Salmon,157519,2037,Desmond Llewelyn,2.0,british|oil|scientist|terrorist|tycoon,683.0,English,UK,PG-13,135000000.0,1999.0,536.0,6.4,2.35,2000,average
173,Peter Weir,244.0,138.0,608.0,168.0,Lee Ingleby,613.0,93926386.0,Adventure,James D'Arcy,168207,1205,David Threlfall,1.0,1800s|napoleonic wars|pursuit|royal navy|ship,684.0,English,USA,PG-13,150000000.0,2003.0,172.0,7.4,2.35,0,hit
174,Bill Condon,322.0,115.0,386.0,12000.0,Kristen Stewart,21000.0,292298923.0,Romance,Robert Pattinson,185394,59177,Taylor Lautner,3.0,battle|friend|super strength|vampire|vision,329.0,English,USA,PG-13,120000000.0,2012.0,17000.0,5.5,2.35,65000,average
175,George Miller,156.0,100.0,750.0,988.0,Brad Pitt,49000.0,63992328.0,Music,Robin Williams,32399,62644,Common,0.0,3d|antarctica|krill|penguin|sequel,79.0,English,Australia,PG,135000000.0,2011.0,11000.0,5.9,2.35,0,average
176,Louis Leterrier,354.0,135.0,255.0,882.0,Peter Mensah,3000.0,134518390.0,Adventure,Ty Burrell,326286,5811,William Hurt,0.0,antidote|cure|hulk|marvel cinematic universe|opening action scene,643.0,English,USA,PG-13,150000000.0,2008.0,1000.0,6.8,2.35,0,hit
178,Steven Spielberg,252.0,117.0,14000.0,358.0,Penelope Wilton,535.0,52792307.0,Family,Mark Rylance,12572,1950,Rafe Spall,0.0,cannibal|evil brother|giant|london england|queen,106.0,English,UK,PG,140000000.0,2016.0,400.0,6.8,2.35,27000,hit
179,Alejandro G. Iñárritu,556.0,156.0,0.0,733.0,Tom Hardy,29000.0,183635922.0,Adventure,Leonardo DiCaprio,406020,57108,Lukas Haas,0.0,bear attack|cauterizing a wound|native american|revenge|survival,1188.0,English,USA,R,135000000.0,2015.0,27000.0,8.1,2.35,190000,hit
180,David Soren,166.0,96.0,13.0,463.0,Snoop Dogg,16000.0,83024900.0,Animation,Ryan Reynolds,62424,17416,Ben Schwartz,0.0,accident|freak accident|race|snail|underdog,90.0,English,USA,PG,135000000.0,2013.0,881.0,6.5,2.35,13000,average
181,Gore Verbinski,362.0,107.0,563.0,939.0,Ray Winstone,40000.0,123207194.0,Animation,Johnny Depp,183208,43291,Stephen Root,0.0,chameleon|lizard|sheriff|water|western town,337.0,English,USA,PG,135000000.0,2011.0,1000.0,7.2,2.35,26000,hit
182,Eric Darnell,153.0,92.0,35.0,179.0,Annet Mahendru,19000.0,83348920.0,Animation,Benedict Cumberbatch,60230,19963,Andy Richter,0.0,little girl|park|spy|statue of liberty|television van,118.0,English,USA,PG,132000000.0,2014.0,411.0,6.7,1.85,11000,hit
183,Paul Greengrass,329.0,115.0,521.0,883.0,Edgar Ramírez,13000.0,227137090.0,Action,Matt Damon,491077,17369,Albert Finney,0.0,action hero|cia|dark past|flashback|memory,820.0,English,USA,PG-13,110000000.0,2007.0,897.0,8.1,2.35,0,hit
184,Mark Osborne,266.0,92.0,54.0,562.0,Wayne Knight,11000.0,215395021.0,Animation,Angelina Jolie Pitt,307029,12754,Dan Fogler,0.0,kung fu|kung fu master|master|panda|snow leopard,360.0,English,USA,PG,130000000.0,2008.0,967.0,7.6,2.35,6000,hit
185,Peyton Reed,517.0,117.0,235.0,680.0,Hayley Atwell,2000.0,180191634.0,Comedy,Judy Greer,313866,5730,T.I.,6.0,ant|chinatown san francisco|heist|sabotage|vault,549.0,English,USA,PG-13,130000000.0,2015.0,2000.0,7.4,1.85,61000,hit
186,Francis Lawrence,502.0,146.0,508.0,523.0,Josh Hutcherson,34000.0,424645577.0,Adventure,Jennifer Lawrence,498397,49355,Sandra Ellis Lafferty,1.0,president|snow|television|tour|uprising,706.0,English,USA,PG-13,130000000.0,2013.0,14000.0,7.6,2.35,82000,hit
187,Bill Condon,322.0,115.0,386.0,12000.0,Kristen Stewart,21000.0,292298923.0,Romance,Robert Pattinson,185394,59177,Taylor Lautner,3.0,battle|friend|super strength|vampire|vision,329.0,English,USA,PG-13,120000000.0,2012.0,17000.0,5.5,2.35,65000,average
